OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-IN,USGS Indiana Water Science Center,IN002-381200085530010,IN5222001 FLOYD 02106 PRODUCTION WELL 12,Well,,05140101,,,,,38.20300000000000,-85.8819722000000,,1,minutes,Interpolated from MAP.,NAD83,432,feet,1,feet,Global Positioning System.,NAVD88,US,18,043,Alluvial aquifers,,,,20040822,99,ft,99,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,IN002-384400085240015,IN5239006 JEFFERSON 00711 PRODUCTION WELL 1JPG,Well,,05140101,,,,,38.74033330000000,-85.4061667000000,,1,minutes,Interpolated from MAP.,NAD83,479,feet,1,feet,Interpolated from topographic map.,NAVD88,US,18,077,Alluvial aquifers,,,,20000816,120,ft,120,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,IN002-385000086310010,IN5247007 LAWRENCE 02237 PRODUCTION WELL 5,Well,,05120208,,,,,38.82713889000000,-86.5145556000000,,1,minutes,Interpolated from MAP.,NAD83,493,feet,1,feet,Interpolated from topographic map.,NAVD88,US,18,093,Alluvial aquifers,,,,20030925,86,ft,86,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,IN002-390600084520012,IN5215006 DEARBORN 01657 PRODUCTION WELL 4,Well,,05090203,,,,,39.09691667000000,-84.8618888900000,,1,minutes,Interpolated from MAP.,NAD83,491,feet,1,feet,Interpolated from topographic map.,NAVD88,US,18,029,Alluvial aquifers,,,,20060714,105,ft,105,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-03374100,"WHITE RIVER AT HAZLETON, IN",Stream,,05120202,11305,sq mi,,,38.48976950000000,-87.5500226900000,24000,5,seconds,Interpolated from MAP.,NAD83,382.77,feet,.05,feet,Differentially corrected Global Positioning System.,NAVD88,US,18,051,,,,,,,,,,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-04178500,"ST. JOSEPH RIVER AT HURSH, IN",Stream,,04100003,734,sq mi,,,41.24643866000000,-84.9730226000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,769.68,feet,.01,feet,Level or other surveyed method.,NGVD29,US,18,003,,,,,,,,,,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-375327087030301,IN5274007 SPENCER 00572 PRODUCTION WELL 4,Well,,05140201,,,,,37.89344444000000,-87.0500000000000,,1,minutes,Interpolated from MAP.,NAD83,396,feet,1,feet,Interpolated from topographic map.,NAVD88,US,18,147,Alluvial aquifers,,,Unconfined single aquifer,19870409,85,ft,85,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-375357087104401,IN5274009 SPENCER 01926 PRODUCTION WELL 3,Well,,05140201,,,,,37.89925000000000,-87.1822778000000,,1,minutes,Interpolated from MAP.,NAD83,397,feet,1,feet,Interpolated from topographic map.,NAVD88,US,18,147,Alluvial aquifers,,,Unconfined single aquifer,19950712,70,ft,70,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-380751085543601,IN5231007 HARRISON 04529 PRODUCTION WELL 1,Well,,05140101,,,,,38.13083330000000,-85.9100000000000,,1,minutes,Interpolated from MAP.,NAD83,432,feet,1,feet,Interpolated from topographic map.,NAVD88,US,18,061,Alluvial aquifers,,,Unconfined single aquifer,,77,ft,78,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-381834085401801,IN5210016 CLARK 00233 PRODUCTION WELL 8,Well,,05140101,,,,,38.30944444000000,-85.6716667000000,,1,minutes,Interpolated from MAP.,NAD83,436,feet,1,feet,Interpolated from topographic map.,NAVD88,US,18,019,Alluvial aquifers,,,,20160513,98,ft,98,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-383945086475901,IN5251004 MARTIN 00250 PRODUCTION WELL 3,Well,,05120208,,,,,38.66261110000000,-86.7996388900000,,1,minutes,Interpolated from MAP.,NAD83,470,feet,1,feet,Interpolated from topographic map.,NAVD88,US,18,101,Alluvial aquifers,,,Unconfined single aquifer,19971024,72,ft,73,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-384446085043201,IN5278002 SWITZERLAND 02581 PRODUCTION WELL 1,Well,,05090203,,,,,38.74608330000000,-85.0755972000000,,1,minutes,Interpolated from MAP.,NAD83,482,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,18,155,Alluvial aquifers,,,Unconfined single aquifer,19821026,99,ft,99,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-385053084485901,IN5278001 SWITZERLAND 00574 PRODUCTION WELL 5,Well,,05090203,,,,,38.84830556000000,-84.8165556000000,,1,minutes,Interpolated from MAP.,NAD83,493,feet,1,feet,Interpolated from topographic map.,NAVD88,US,18,155,Alluvial aquifers,,,,20140915,132,ft,132,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-394340085524601,"SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN",Stream,,05120204,92.6,sq mi,,,39.72782144000000,-85.8794246000000,24000,1,seconds,Interpolated from MAP.,NAD83,794,feet,3,feet,Interpolated from topographic map.,NGVD29,US,18,059,,,,,,,,,,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-410503085075101,ST JOSEPH R AT MOUTH AT FORT WAYNE IN (STJ-10),Stream,,04100003,,,,,41.08416667000000,-85.1308333000000,,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,18,003,,,,,,,,,,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-410932085054201,ST JOSEPH R US FM BECKETTS RN CK NR FT WAYNE STJ-9,Stream,,04100003,,,,,41.15888889000000,-85.0950000000000,,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,18,003,,,,,,,,,,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-413645087230701,"STAFF GAGE S13 AT PINE STATION NP NEAR GARY, IN",Wetland,,07120003,,,,,41.61258330000000,-87.3848888900000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,586,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,18,085,Sand and gravel aquifers (glaciated regions),,Quaternary System,,20190822,,,,,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-413650087230601,"USGS WELL P10 AT PINE STATION NP NEAR GARY, IN",Well,,07120003,,,,,41.61388889000000,-87.3850278000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,584.98,feet,.05,feet,Level or other surveyed method.,NAVD88,US,18,089,Sand and gravel aquifers (glaciated regions),,Quaternary System,Unconfined single aquifer,20190822,8.32,ft,8.32,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-413653087232201,"USGS WELL P7 AT PINE STATION NP NEAR GARY, IN",Well,,07120003,,,,,41.61480556000000,-87.3895278000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,586.72,feet,.05,feet,Level or other surveyed method.,NAVD88,US,18,089,Sand and gravel aquifers (glaciated regions),,Quaternary System,Unconfined single aquifer,20190821,7.51,ft,7.51,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-413654087230501,"USGS WELL P5 AT PINE STATION NP NEAR GARY, IN",Well,,07120003,,,,,41.61500000000000,-87.3846944000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,586.87,feet,.05,feet,Level or other surveyed method.,NAVD88,US,18,089,Sand and gravel aquifers (glaciated regions),,Quaternary System,Unconfined single aquifer,20190821,11.45,ft,11.45,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-413703087230501,"USGS WELL P4 AT PINE STATION NP NEAR GARY, IN",Well,,07120003,,,,,41.61747220000000,-87.3848333000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,586.81,feet,.05,feet,Level or other surveyed method.,NAVD88,US,18,089,Sand and gravel aquifers (glaciated regions),,Quaternary System,Unconfined single aquifer,20190821,11.32,ft,11.32,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-413715087232101,"USGS WELL P2 AT PINE STATION NP NEAR GARY, IN",Well,,07120003,,,,,41.62080556000000,-87.3892778000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,588.35,feet,.05,feet,Level or other surveyed method.,NAVD88,US,18,089,Sand and gravel aquifers (glaciated regions),,Quaternary System,Unconfined single aquifer,20190819,8.68,ft,8.68,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-413718087233701,"USGS WELL P1 AT PINE STATION NP NEAR GARY, IN",Well,,07120003,,,,,41.62177778000000,-87.3936111000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,589.66,feet,.05,feet,Level or other surveyed method.,NAVD88,US,18,089,Sand and gravel aquifers (glaciated regions),,Quaternary System,Unconfined single aquifer,20190819,8.30,ft,8.30,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-413720087233901,"USGS WELL C1 AT CLARK AND PINE NP NEAR GARY, IN",Well,,07120003,,,,,41.62211110000000,-87.3942778000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,590.48,feet,.05,feet,Level or other surveyed method.,NAVD88,US,18,089,Sand and gravel aquifers (glaciated regions),,Quaternary System,Unconfined single aquifer,20190819,10.71,ft,10.71,ft,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-413725087240601,"USGS WELL C3 AT CLARK AND PINE NP NEAR GARY, IN",Well,,07120003,,,,,41.62358330000000,-87.4015833000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,590.22,feet,.05,feet,Level or other surveyed method.,NAVD88,US,18,089,Sand and gravel aquifers (glaciated regions),,Quaternary System,Unconfined single aquifer,20190820,8.25,ft,8.25,ft,NWIS
USGS-KY,USGS Kentucky Water Science Center,USGS-03303280,"OHIO RIVER AT CANNELTON DAM AT CANNELTON, IN",Stream,,05140201,97000.0,sq mi,,,37.89950088000000,-86.7055417900000,,5,seconds,Interpolated from MAP.,NAD83,347.33,feet,.01,feet,Unknown.,NGVD29,US,18,123,,,,,,,,,,NWIS
USGS-KY,USGS Kentucky Water Science Center,USGS-03378500,"WABASH RIVER AT NEW HARMONY, IN",Stream,,05120113,29234,sq mi,,,38.13087900000000,-87.9414190000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,353.07,feet,.01,feet,Level or other surveyed method.,NGVD29,US,18,129,,,,,,,,,,NWIS
USGS-KY,USGS Kentucky Water Science Center,USGS-03612600,"OHIO RIVER AT OLMSTED, IL",Stream,,05140206,203000,sq mi,,,37.17921867000000,-89.0584040000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,278.44,feet,.01,feet,Reported method of determination.,NGVD29,US,17,153,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-443602092510501,DD213     Dakota Co. WW Comp. Well 2020 1000033304,Well,,07040002,,,,,44.60065278000000,-92.8512944000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,962,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,unknown material,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-443656092474901,DD207     Dakota Co. WW Comp. Well 2020 0000145863,Well,,07040001,,,,,44.61543889000000,-92.7974806000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1000,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,Cambrian-Ordovician aquifer system,,Jordan Sandstone,,19771214,340,ft,340,ft,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-443725093064901,DD221     Dakota Co. Well 2020   W06182 1000033312,Well,,07040001,,,,,44.62346940000000,-93.1136306000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,918,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,unknown material,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-443726093063601,DD208     Dakota Co. WW Comp. Well 2020 0000194254,Well,,07040001,,,,,44.62375000000000,-93.1102861000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,901,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,Cambrian-Ordovician aquifer system,,Prairie Du Chien Group,,19830720,125,ft,125,ft,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-443728093062701,DD214     Dakota Co. WW Comp. Well 2020 1000033305,Well,,07040001,,,,,44.62433889000000,-93.1075639000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,923,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,unknown material,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-443814093012601,DD220     Dakota Co. Well 2020   W06104 1000033311,Well,,07040001,,,,,44.63714720000000,-93.0237806000000,24000,3,seconds,Interpolated from Digital MAP.,NAD83,883,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,unknown material,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-443820092484201,DD212     Dakota Co. WW Comp. Well 2020 1000020182,Well,,07040001,,,,,44.63918330000000,-92.8121389000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,919,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,Prairie Du Chien Group,,,216,ft,216,ft,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-443944092513801,HANS09    114N17W21DCBAAD01             0000145854,Well,,07040001,,,,,44.66210830000000,-92.8591861000000,24000,3,seconds,Interpolated from Digital MAP.,NAD83,871,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,Cambrian-Ordovician aquifer system,,Prairie Du Chien Group,,19770728,249,ft,249,ft,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-444023092510101,DD222     Dakota Co. Well 2020   W06505 1000033313,Well,,07040001,,,,,44.67310278000000,-92.8504000000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,823,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,unknown material,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-444023092560301,DD219     Dakota Co. Well 2020   W06093 1000033310,Well,,07040001,,,,,44.67315000000000,-92.9342889000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,847,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,unknown material,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-444025092522601,DD209     Dakota Co. WW Comp. Well 2020 0000198324,Well,,07040001,,,,,44.67362500000000,-92.8739611000000,24000,3,seconds,Interpolated from Digital MAP.,NAD83,826,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,Cambrian-Ordovician aquifer system,,Jordan Sandstone,,19840718,285,ft,285,ft,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-444044092511401,DD217     Dakota Co. Well 2020   W06063 1000033308,Well,,07040001,,,,,44.67876667000000,-92.8538972000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,823,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,unknown material,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-444109093044901,DD211     Dakota Co. WW Comp. Well 2020 0000798702,Well,,07040001,,,,,44.68596110000000,-93.0803778000000,24000,3,seconds,Interpolated from Digital MAP.,NAD83,945,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,Cambrian-Ordovician aquifer system,,Prairie Du Chien Group,,20140609,282,ft,282,ft,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-444140092523901,DD190     114N17W08DABBDC01             0000410157,Well,,07040001,,,,,44.69433610000000,-92.8776750000000,24000,3,seconds,Interpolated from Digital MAP.,NAD83,821,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,Sand and gravel aquifers (glaciated regions),,Pleistocene Series,Unconfined single aquifer,19840416,172,ft,172,ft,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-444149092520901,DD194     114N17W09BCADCC01             0000429874,Well,,07040001,,,,,44.69709720000000,-92.8686250000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,819,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,Cambrian-Ordovician aquifer system,,Jordan Sandstone,,19870402,330,ft,330,ft,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-444201092523801,DD206     Dakota Co. WW Comp. Well 2020 0000142559,Well,,07040001,,,,,44.70015000000000,-92.8770972000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,819,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,Sand and gravel aquifers (glaciated regions),,Pleistocene Series,,19780413,175,ft,175,ft,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-444206092543001,DD210     Dakota Co. WW Comp. Well 2020 0000573803,Well,,07040001,,,,,44.70158330000000,-92.9084500000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,828,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,Cambrian-Ordovician aquifer system,,Jordan Sandstone,,19960103,340,ft,340,ft,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-444209092511401,DD218     Dakota Co. Well 2020   W06071 1000033309,Well,,07040001,,,,,44.70254720000000,-92.8537944000000,24000,3,seconds,Interpolated from Digital MAP.,NAD83,835,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,unknown material,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-444211092515801,DD223     Dakota Co. Well 2020   W06665 1000033314,Well,,07040001,,,,,44.70309167000000,-92.8776278000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,823,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,unknown material,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-444306093023501,DD215     Dakota Co. Well 2020   W06048 1000033306,Well,,07040001,,,,,44.71824720000000,-93.0429528000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,924,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,unknown material,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN040-444319093020901,DD216     Dakota Co. Well 2020   W06051 1000033307,Well,,07040001,,,,,44.72201940000000,-93.0357694000000,24000,3,seconds,Interpolated from Digital MAP.,NAD83,922,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,unknown material,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN048-444117092530401,DD005     114N17W08CDD   01             0000104334,Well,,07040001,,,,,44.68829720000000,-92.8843917000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,827,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,Sand and gravel aquifers (glaciated regions),,Pleistocene Series,Unconfined single aquifer,19750804,192,ft,192,ft,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN048-444118092532701,DD042     114N17W08CCDCCA01             0000525480,Well,,07040001,,,,,44.68824720000000,-92.8907861000000,24000,3,seconds,Interpolated from Digital MAP.,NAD83,829,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,Cambrian-Ordovician aquifer system,,Prairie Du Chien Group,Unconfined single aquifer,19930505,240,ft,240,ft,NWIS
USGS-MN,USGS Minnesota Water Science Center,MN048-444125092511001,DD123     Dakota Co. Pest. Well 2017    0000596093,Well,,07040001,,,,,44.69032778000000,-92.8527111000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,823,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,Sand and gravel aquifers (glaciated regions),,Pleistocene Series,,19990623,340,ft,340,ft,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-05288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Stream,,07010206,28.2,sq mi,,,45.04996508000000,-93.3102274000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,27,053,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D #2 AT HASTINGS, MN",Stream,,07010206,37100,sq mi,,,44.74583330000000,-92.8477778000000,,1,seconds,Interpolated from Digital MAP.,NAD83,667.88,feet,.01,feet,Level or other surveyed method.,NAVD88,US,27,037,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-443751093041301,DD224     Dakota Co. Well 2020   W00933 1000002663,Well,,07040001,,,,,44.63093889000000,-93.0701806000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,915,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,unknown material,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-445311093033701,Southview Pond outlet,Facility: Storm sewer,,07010206,,,,,44.88638889000000,-93.0602778000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,896,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,,,,,,,,NWIS
USGS-MN,USGS Minnesota Water Science Center,USGS-445314093034001,Southview Pond inlet,Facility: Storm sewer,,07010206,,,,,44.88722220000000,-93.0611111000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,902,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,27,037,,,,,,,,,,NWIS
